,fecha_venta,antiguedad_propiedad,distancia_al_metro,tiendas_cercanas,latitud,longitud,precio_uf_m2
228,2013.0829999999999,36.6,488.8193,8.0,-33.46015,-70.64493999999998,38.3
229,2013.5,17.5,964.7496,4.0,-33.47872,-70.63410999999998,38.2
230,2013.5,26.4,335.5273,6.0,-33.4696,-70.64139999999998,38.1
231,2012.8329999999999,15.7,815.9314,4.0,-33.46885999999999,-70.63463999999998,38.1
232,2013.0829999999999,36.6,488.8193,8.0,-33.46015,-70.64493999999998,38.1
233,2012.6670000000001,0.0,185.4296,0.0,-33.461099999999995,-70.6317,37.9
234,2012.9170000000001,32.0,84.87881999999999,10.0,-33.47297999999999,-70.64023999999998,37.9
235,2013.1670000000001,13.2,750.0704,2.0,-33.46370999999999,-70.64950999999998,37.8
236,2012.9170000000001,16.9,964.7496,4.0,-33.47872,-70.63410999999998,37.7
237,2013.25,29.6,535.5269999999999,8.0,-33.47091999999999,-70.63653000000001,37.5
238,2012.75,15.6,752.7669,2.0,-33.467949999999995,-70.63450999999998,37.5
239,2013.4170000000001,19.8,640.6071,5.0,-33.46017,-70.64647,37.5
240,2013.1670000000001,26.6,482.7581,5.0,-33.46432999999999,-70.63862999999998,37.5
241,2013.0829999999999,27.6,515.1122,5.0,-33.45299,-70.6432,37.4
242,2012.6670000000001,15.5,815.9314,4.0,-33.46885999999999,-70.63463999999998,37.4
243,2012.75,17.7,350.8515,1.0,-33.465439999999994,-70.63118999999998,37.4
244,2013.3329999999999,37.3,587.8877,8.0,-33.460770000000004,-70.64634000000001,37.4
245,2012.9170000000001,12.7,170.1289,1.0,-33.46370999999999,-70.62983999999999,37.3
246,2012.6670000000001,23.0,130.9945,6.0,-33.44663,-70.63765,37.2
247,2013.0,13.0,750.0704,2.0,-33.46370999999999,-70.64950999999998,37.0
248,2013.0829999999999,37.7,490.3446,0.0,-33.46216999999999,-70.63471,37.0
249,2013.0829999999999,2.5,156.2442,4.0,-33.456959999999995,-70.63991999999998,36.9
250,2013.5829999999999,35.9,616.4004,3.0,-33.467229999999994,-70.63767,36.8
251,2013.0,30.8,377.7956,6.0,-33.454269999999994,-70.63964,36.8
252,2013.583,35.9,616.4004,3.0,33.46723,70.63767,36.8
253,2013.4170000000001,3.5,757.3377,3.0,-33.46538,-70.64971,36.7
254,2013.5,13.1,1144.4360000000001,4.0,-33.481759999999994,-70.63456,36.7
255,2013.0,22.8,707.9067,2.0,-33.471,-70.64712999999998,36.6
256,2013.5829999999999,27.3,337.6016,6.0,-33.45430999999999,-70.64062999999999,36.5
257,2013.0829999999999,30.2,472.1745,3.0,-33.460049999999995,-70.63758,36.5
258,2013.5829999999999,32.5,424.5442,8.0,-33.465869999999995,-70.63913000000001,36.3
259,2012.9170000000001,31.5,258.186,9.0,-33.45867,-70.64331,36.3
260,2013.4170000000001,30.4,464.223,6.0,-33.469640000000005,-70.63804999999998,36.2
261,2012.75,38.0,461.7848,0.0,-33.46229,-70.63445,35.7
262,2013.25,16.1,815.9314,4.0,-33.46885999999999,-70.63463999999998,35.6
263,2012.8329999999999,5.1,1867.233,2.0,-33.474070000000005,-70.61748,35.6
264,2013.25,26.8,482.7581,5.0,-33.46432999999999,-70.63862999999998,35.5
265,2013.25,26.8,482.7581,5.0,-33.46432999999999,-70.63862999999998,35.5
266,2013.0829999999999,42.7,443.80199999999996,6.0,-33.469269999999995,-70.63874,35.3
267,2013.0829999999999,41.3,401.8807,4.0,-33.47326,-70.6446,35.1
268,2013.4170000000001,36.1,519.4617,5.0,-33.45305,-70.63758,34.7
269,2013.0829999999999,28.4,617.4424,3.0,-33.46746,-70.63298999999998,34.6
270,2013.3329999999999,15.2,461.1016,5.0,-33.44425,-70.6399,34.6
271,2012.9170000000001,15.0,383.2805,7.0,-33.45735,-70.64464,34.4
272,2013.5,13.2,1164.838,4.0,-33.481559999999995,-70.63405999999998,34.3
273,2013.0829999999999,38.5,665.0636,3.0,-33.46503,-70.63691999999998,34.2
274,2012.75,37.9,488.5727,1.0,-33.46348999999999,-70.63450999999998,34.2
275,2012.75,12.5,1144.4360000000001,4.0,-33.481759999999994,-70.63456,34.1
276,2012.75,34.4,512.7871,6.0,-33.47748,-70.64300999999998,34.1
277,2013.4170000000001,31.4,592.5006,2.0,-33.462599999999995,-70.63561,34.1
278,2012.75,34.4,512.7871,6.0,-33.47748,-70.64300999999998,34.1
279,2012.25,13.3,303,,nan,nan,34.0
280,2012.667,13.3,303,,nan,nan,34.0
281,2012.25,33.3,533,nan,nan,nan,34.0
282,2012.917,33.3,533,nan,nan,nan,34.0
283,2013.0,19.1,461.1016,5.0,-33.44425,-70.6399,34.0
284,2013.25,10.4,276.449,5.0,-33.44592999999999,-70.63913000000001,33.6
285,2012.8329999999999,2.0,2077.39,3.0,-33.45357,-70.61328999999998,33.4
286,2013.5,4.0,2147.376,3.0,-33.45299,-70.61283999999998,33.4
287,2013.0,12.9,187.4823,1.0,-33.46388,-70.62980999999998,33.1
288,2013.4170000000001,35.3,614.1394,7.0,-33.46912999999999,-70.63665999999998,33.1
289,2013.0,19.2,461.1016,5.0,-33.44425,-70.6399,32.9
290,2012.8329999999999,12.7,170.1289,1.0,-33.46370999999999,-70.62983999999999,32.9
291,2012.833,12.7,170.1289,1.0,33.46371,70.62984,32.9
292,2013.25,31.5,414.9476,4.0,-33.471990000000005,-70.64464,32.5
293,2013.3329999999999,39.7,333.3679,9.0,-33.47015999999999,-70.63932,32.4
294,2013.4170000000001,13.1,1164.838,4.0,-33.481559999999995,-70.63405999999998,32.2
295,2012.6670000000001,7.1,2175.03,3.0,-33.45305,-70.61254,32.1
296,,,,,,,32.0
297,2012.6670000000001,37.1,918.6357,1.0,-33.46198,-70.65062999999998,31.9
298,2013.4170000000001,3.9,2147.376,3.0,-33.45299,-70.61283999999998,31.7
299,2013.4170000000001,18.2,451.6419,8.0,-33.45944999999999,-70.64489999999998,31.6
300,2012.9170000000001,38.3,642.6985,3.0,-33.46558999999999,-70.63713,31.5
301,2012.6670000000001,12.4,1712.632,2.0,-33.45412,-70.6167,31.3
302,2013.1670000000001,13.3,492.2313,5.0,-33.45515,-70.63736999999998,31.3
303,2013.5,4.1,2147.376,3.0,-33.45299,-70.61283999999998,31.3
304,2013.5829999999999,6.2,1939.749,1.0,-33.44154999999999,-70.65387,31.3
305,2013.3329999999999,17.6,1805.665,2.0,-33.47671999999999,-70.62091,31.1
306,2013.4170000000001,2.6,1554.25,3.0,-33.46026,-70.61641999999998,31.1
307,2012.8329999999999,31.3,600.8604,5.0,-33.45871,-70.64650999999998,30.9
308,2013.4170000000001,13.2,1712.632,2.0,-33.45412,-70.6167,30.8
309,2013.25,17.0,1485.0970000000002,4.0,-33.46073,-70.61699999999998,30.7
310,2013.5,4.0,2147.376,3.0,-33.45299,-70.61283999999998,30.7
311,2012.9170000000001,13.7,1236.5639999999999,1.0,-33.466939999999994,-70.65391,30.6
312,2013.5,25.3,1583.7220000000002,3.0,-33.456219999999995,-70.61708999999998,30.6
313,2012.6670000000001,32.7,392.4459,6.0,-33.453979999999994,-70.6425,30.5
314,2013.4170000000001,14.7,1717.193,2.0,-33.45446999999999,-70.61649,30.5
315,2013.4170000000001,12.2,1360.139,1.0,-33.44203999999999,-70.64841999999999,30.1
316,2013.1670000000001,39.2,424.7132,7.0,-33.464290000000005,-70.63917,30.0
317,2013.417,,,nan,"nan,",nan,30.0
318,2012.9170000000001,38.2,552.4371,2.0,-33.465979999999995,-70.63381,29.8
319,2013.5,18.1,837.7233,0.0,-33.453340000000004,-70.64766999999998,29.7
320,2013.5,12.3,1360.139,1.0,-33.44203999999999,-70.64841999999999,29.5
321,2012.9170000000001,17.3,2261.4320000000002,4.0,-33.45182,-70.61222,29.5
322,2013.4170000000001,20.0,1626.0829999999999,3.0,-33.456219999999995,-70.61667999999997,29.4
323,2013.0,16.3,3529.5640000000003,0.0,-33.42207,-70.61596999999998,29.3
324,2013.4170000000001,13.2,170.1289,1.0,-33.46370999999999,-70.62983999999999,29.3
325,2013.4170000000001,4.5,2275.877,3.0,-33.453140000000005,-70.61151,29.3
326,2013.5,15.2,3771.895,0.0,-33.42363,-70.61157999999998,29.3
327,2013.3329999999999,12.0,1360.139,1.0,-33.44203999999999,-70.64841999999999,28.9
328,2013.3329999999999,5.1,1559.8270000000002,3.0,-33.462129999999995,-70.61627,28.9
329,2013.0829999999999,11.0,1712.632,2.0,-33.45412,-70.6167,28.8
330,2013.0829999999999,17.7,837.7233,0.0,-33.453340000000004,-70.64766999999998,28.8
331,2012.8329999999999,4.0,2180.245,3.0,-33.453239999999994,-70.61241,28.6
332,2012.8329999999999,12.7,187.4823,1.0,-33.46388,-70.62980999999998,28.5
333,2012.8329999999999,34.9,567.0349,4.0,-33.46003,-70.6458,28.5
334,2013.0829999999999,11.9,1360.139,1.0,-33.44203999999999,-70.64841999999999,28.4
335,2013.5829999999999,4.0,2147.376,3.0,-33.45299,-70.61283999999998,28.4
336,2013.4170000000001,18.5,2175.744,3.0,-33.4533,-70.61242999999997,28.1
337,2012.9170000000001,17.2,2175.877,3.0,-33.45303,-70.61254,27.7
338,2013.4170000000001,21.2,2185.1279999999997,3.0,-33.453219999999995,-70.61237,27.7
339,2013.0829999999999,7.6,2175.03,3.0,-33.45305,-70.61254,27.7
340,2013.5,10.4,2251.938,4.0,-33.449569999999994,-70.61353000000001,27.3
341,2013.5,13.9,4079.4179999999997,0.0,-33.50458999999999,-70.61815999999997,27.3
342,2013.0829999999999,15.6,1756.411,2.0,-33.47319999999999,-70.61811999999998,27.3
343,2013.083,29.3,1487.868,2.0,33.46542,70.61726,27.0
344,2013.0829999999999,29.3,1487.868,2.0,-33.465419999999995,-70.61725999999999,27.0
345,2013.5829999999999,32.1,1438.579,3.0,-33.464189999999995,-70.61749999999998,27.0
346,2012.8329999999999,1.8,1455.7979999999998,1.0,-33.441199999999995,-70.649,27.0
347,2013.25,34.6,272.6783,5.0,-33.44562,-70.63871999999998,26.9
348,2013.3329999999999,12.2,1360.139,1.0,-33.44203999999999,-70.64841999999999,26.6
349,2013.0,18.0,1414.8370000000002,1.0,-33.44181999999999,-70.64886999999997,26.6
350,2013.0,18.0,1414.8370000000002,1.0,-33.44181999999999,-70.64886999999997,26.5
351,2012.6670000000001,14.6,339.2289,1.0,-33.46518999999999,-70.63150999999998,26.5
352,2012.9170000000001,17.7,451.6419,8.0,-33.45944999999999,-70.64489999999998,26.5
353,2012.75,11.5,1360.139,1.0,-33.44203999999999,-70.64841999999999,26.2
354,2012.6670000000001,30.4,1735.595,2.0,-33.454640000000005,-70.61622999999999,25.9
355,2012.8329999999999,18.4,2674.961,3.0,-33.451429999999995,-70.60826999999998,25.7
356,2013.1670000000001,20.9,2185.1279999999997,3.0,-33.453219999999995,-70.61237,25.7
357,2012.8329999999999,20.5,2185.1279999999997,3.0,-33.453219999999995,-70.61237,25.6
358,2012.9170000000001,2.0,1455.7979999999998,1.0,-33.441199999999995,-70.649,25.6
359,2013.25,16.2,2103.555,3.0,-33.450419999999994,-70.61461999999999,25.6
360,2013.4170000000001,17.4,995.7554,0.0,-33.45305,-70.64914999999998,25.5
361,2013.5,23.0,3947.945,0.0,-33.43783,-70.60243,25.3
362,2013.3329999999999,17.5,995.7554,0.0,-33.45305,-70.64914999999998,25.3
363,2013.1670000000001,12.0,1360.139,1.0,-33.44203999999999,-70.64841999999999,25.3
364,2012.75,29.6,769.4034,7.0,-33.47281,-70.63408000000001,25.0
365,2012.75,14.2,1801.5439999999999,1.0,-33.44153,-70.65253999999999,24.8
366,2013.5,5.6,2408.993,0.0,-33.445049999999995,-70.65964,24.7
367,2013.5,32.6,4136.271,1.0,-33.445440000000005,-70.5963,24.7
368,2013.5829999999999,16.4,1643.499,2.0,-33.443940000000005,-70.65173999999998,24.7
369,2012.8329999999999,10.3,3079.89,0.0,-33.444599999999994,-70.66627,24.7
370,2012.9170000000001,14.7,1360.139,1.0,-33.44203999999999,-70.64841999999999,24.6
371,2012.9170000000001,14.7,1360.139,1.0,-33.44203999999999,-70.64841999999999,24.6
372,2013.0829999999999,17.5,395.6747,5.0,-33.446740000000005,-70.634,24.5
373,2013.1670000000001,16.2,2288.011,3.0,-33.44884999999999,-70.61358999999999,24.4
374,2013.25,8.0,2216.612,4.0,-33.450070000000004,-70.61361,23.9
375,2013.25,21.7,1157.988,0.0,-33.451649999999994,-70.65011,23.8
376,2012.6670000000001,20.4,2469.645,4.0,-33.45107999999999,-70.61045999999997,23.8
377,2013.25,17.8,1783.18,3.0,-33.45730999999999,-70.61486,23.7
378,2012.8329999999999,15.9,1497.713,3.0,-33.46003,-70.61695999999998,23.6
379,2013.5,13.5,2147.376,3.0,-33.45299,-70.61283999999998,23.6
380,2013.4170000000001,8.4,1962.628,1.0,-33.44468,-70.65481,23.5
381,2013.4170000000001,33.5,1978.671,2.0,-33.47673999999999,-70.61843999999998,23.5
382,2013.5,16.5,2288.011,3.0,-33.44884999999999,-70.61358999999999,23.2
383,2013.4170000000001,9.9,2102.427,3.0,-33.45043999999999,-70.61461999999999,23.1
384,2013.3329999999999,21.7,1055.067,0.0,-33.45211,-70.64927999999998,23.1
385,2013.4170000000001,14.7,1717.193,2.0,-33.45446999999999,-70.61649,23.0
386,2013.083,,,,,,23.0
387,2013.0,17.6,837.7233,0.0,-33.453340000000004,-70.64766999999998,23.0
388,2012.9170000000001,14.7,1935.009,2.0,-33.45385999999999,-70.61457999999998,22.9
389,2012.6670000000001,20.2,2185.1279999999997,3.0,-33.453219999999995,-70.61237,22.8
390,2012.9170000000001,30.0,1013.341,5.0,-33.480059999999995,-70.63459999999998,22.8
391,2013.5,30.3,4510.359,1.0,-33.439249999999994,-70.59541999999998,22.6
392,2013.5,25.5,nan,0.0,nan,nan,22.4
393,2013.0,5.2,2408.993,0.0,-33.445049999999995,-70.65964,22.3
394,2013.0,19.0,1009.235,0.0,-33.45357,-70.64950999999998,22.3
395,2013.5,25.9,4519.69,0.0,-33.43826,-70.59586999999998,22.1
396,2013.4170000000001,17.9,1783.18,3.0,-33.45730999999999,-70.61486,22.1
397,2013.0,8.9,3078.176,0.0,-33.44463999999999,-70.66627,22.0
398,2013.1670000000001,18.2,2179.59,3.0,-33.45299,-70.61251999999998,21.8
399,2012.75,14.1,2615.465,0.0,-33.44494999999999,-70.66174000000001,21.8
400,2012.9170000000001,20.6,2469.645,4.0,-33.45107999999999,-70.61045999999997,21.8
401,2013.0829999999999,4.8,1559.8270000000002,3.0,-33.462129999999995,-70.61627,21.7
402,2012.75,31.4,1447.286,3.0,-33.46285,-70.6173,21.5
403,2013.0829999999999,12.8,1449.7220000000002,3.0,-33.462889999999994,-70.61728000000001,21.4
404,2013.4170000000001,11.0,1931.207,2.0,-33.45365,-70.61470999999997,21.3
405,2012.8329999999999,15.0,1828.319,2.0,-33.454640000000005,-70.61531,20.9
406,2013.5829999999999,18.1,1783.18,3.0,-33.45730999999999,-70.61486,20.9
407,2012.9170000000001,18.9,1009.235,0.0,-33.45357,-70.64950999999998,20.8
408,2013.5,16.9,4066.587,0.0,-33.432970000000005,-70.60342,20.7
409,2013.0829999999999,31.3,1758.406,1.0,-33.444019999999995,-70.65281999999998,20.7
410,2012.9170000000001,16.3,4066.587,0.0,-33.432970000000005,-70.60342,20.5
411,2013.1670000000001,13.8,4082.015,0.0,-33.431549999999994,-70.60381,20.0
412,2012.8329999999999,13.9,4573.779,0.0,-33.438669999999995,-70.59506999999998,19.2
413,2013.0,13.6,4197.349,0.0,-33.42885,-70.60382999999999,19.2
414,2013.25,30.3,1264.73,0.0,-33.43883,-70.62953999999998,19.1
415,2013.5829999999999,31.0,1156.412,0.0,-33.43889999999999,-70.63095,19.0
416,2013.5,17.0,4082.015,0.0,-33.431549999999994,-70.60381,18.8
417,2013.5,31.7,5512.0380000000005,1.0,-33.440949999999994,-70.58457999999997,18.8
418,2012.75,13.5,4197.349,0.0,-33.42885,-70.60382999999999,18.6
419,2013.5829999999999,30.7,1264.73,0.0,-33.43883,-70.62953999999998,18.3
420,2013.5829999999999,16.9,4066.587,0.0,-33.432970000000005,-70.60342,18.3
421,2013.5,16.8,4066.587,0.0,-33.432970000000005,-70.60342,18.2
422,2012.9170000000001,25.3,2707.3920000000003,3.0,-33.45056,-70.60830999999997,17.7
423,2012.9170000000001,27.1,4412.765,1.0,-33.44032,-70.59586999999998,17.4
424,2013.4170000000001,31.5,5512.0380000000005,1.0,-33.440949999999994,-70.58457999999997,17.4
425,2013.3329999999999,16.7,4082.015,0.0,-33.431549999999994,-70.60381,16.7
426,2012.9170000000001,31.9,1146.329,0.0,-33.4392,-70.63076,16.1
427,2013.0,13.6,4082.015,0.0,-33.431549999999994,-70.60381,15.9
428,2013.1670000000001,13.8,4082.015,0.0,-33.431549999999994,-70.60381,15.6
429,2013.3329999999999,25.6,4519.69,0.0,-33.43826,-70.59586999999998,15.6
430,2012.6670000000001,26.9,4449.27,0.0,-33.438979999999994,-70.59621,15.5
431,2013.0,13.7,4082.015,0.0,-33.431549999999994,-70.60381,15.4
432,2012.8329999999999,18.0,6306.153,1.0,-33.44743,-70.57516,15.0
433,2012.8329999999999,16.2,4074.736,0.0,-33.43235,-70.60356999999998,14.7
434,2013.3329999999999,24.0,4527.687,0.0,-33.43741,-70.59628000000001,14.4
435,2012.917,5.2,213,,nan,nan,14.0
436,2014.417,5.2,213,,nan,nan,14.0
437,2012.9170000000001,31.7,1159.454,0.0,-33.4396,-70.63018000000001,13.8
438,2012.8329999999999,31.7,1160.632,0.0,-33.43968,-70.63009,13.7
439,2012.8329999999999,31.7,1160.632,0.0,-33.43968,-70.63009,13.7
440,2013.4170000000001,24.2,4605.749,0.0,-33.436840000000004,-70.59577999999998,13.4
441,2012.6670000000001,29.4,4510.359,1.0,-33.439249999999994,-70.59541999999998,13.2
442,2013.0,13.6,4197.349,0.0,-33.42885,-70.60382999999999,13.0
443,2012.75,16.1,4066.587,0.0,-33.432970000000005,-70.60342,12.9
444,2013.0829999999999,32.0,1156.777,0.0,-33.43934999999999,-70.63046,12.8
445,2013.0,16.5,4082.015,0.0,-33.431549999999994,-70.60381,12.8
446,2013.0,30.9,6396.283,1.0,-33.43375,-70.57883000000001,12.2
447,2012.75,16.0,4066.587,0.0,-33.432970000000005,-70.60342,11.6
448,2013.5829999999999,17.4,6488.021,1.0,-33.44718999999999,-70.57352999999998,11.2
449,2013.3329999999999,14.8,393.2606,6.0,-33.451719999999995,-70.63812,7.6
